timeline,survival_probability,group,color,linestyle
82.6,0.8156704049310001,High Risk - ATT Weighted,red,dot
83.6,0.8156704049310001,High Risk - ATT Weighted,red,dot
84.6,0.8106662920173126,High Risk - ATT Weighted,red,dot
85.6,0.805567761878839,High Risk - ATT Weighted,red,dot
86.6,0.805567761878839,High Risk - ATT Weighted,red,dot
87.6,0.805567761878839,High Risk - ATT Weighted,red,dot
88.6,0.8000501744687099,High Risk - ATT Weighted,red,dot
89.6,0.8000501744687099,High Risk - ATT Weighted,red,dot
90.6,0.7939891882984923,High Risk - ATT Weighted,red,dot
91.6,0.7875339916456595,High Risk - ATT Weighted,red,dot
92.6,0.7875339916456595,High Risk - ATT Weighted,red,dot
93.6,0.7734708846519877,High Risk - ATT Weighted,red,dot
94.6,0.7734708846519877,High Risk - ATT Weighted,red,dot
95.6,0.7654969580060907,High Risk - ATT Weighted,red,dot
96.6,0.7654969580060907,High Risk - ATT Weighted,red,dot
97.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
98.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
99.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
100.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
101.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
102.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
103.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
104.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
105.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
106.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
107.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
108.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
110.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
111.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
112.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
113.6,0.7567981289378394,High Risk - ATT Weighted,red,dot
114.6,0.7307016417330862,High Risk - ATT Weighted,red,dot
115.6,0.7307016417330862,High Risk - ATT Weighted,red,dot
116.6,0.7307016417330862,High Risk - ATT Weighted,red,dot
117.6,0.7307016417330862,High Risk - ATT Weighted,red,dot
118.6,0.7307016417330862,High Risk - ATT Weighted,red,dot
120.6,0.7307016417330862,High Risk - ATT Weighted,red,dot
121.6,0.7307016417330862,High Risk - ATT Weighted,red,dot
122.6,0.7307016417330862,High Risk - ATT Weighted,red,dot
123.6,0.7307016417330862,High Risk - ATT Weighted,red,dot
124.6,0.7307016417330862,High Risk - ATT Weighted,red,dot
125.6,0.7307016417330862,High Risk - ATT Weighted,red,dot
126.6,0.7307016417330862,High Risk - ATT Weighted,red,dot
127.6,0.7307016417330862,High Risk - ATT Weighted,red,dot
131.6,0.7307016417330862,High Risk - ATT Weighted,red,dot
